State,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
New York,1001388,Elizabethtown Farmers' Market,http://www.adirondackfarmersmarket.com,,,,,behind Adirondack History Center Museum,Elizabethtown,Essex,,05/16/2014 to 10/10/2014,Fri: 9:00 AM-1:00 PM;,,,,,,,-73.590622,44.215607,Educational institution,Y,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,5/23/2014 10:28
New York,1004362,Ellenville Farmers Market,,,,,,Center Street and Market Street,Ellenville,Ulster,12428,May to October,sun:10:00 AM - 2:00 PM;,,,,,,,-74.394073,41.716064,Closed-off public street,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/18/2012 14:23
New York,1009426,Ellicottville Farmers Market by REAP ,http://www.localharvest.org/edible-thursdays-farmers-market-M57141,,,,,Elizabeth Street,Ellicottville,Cattaraugus,14731,,,,,,,,,-78.675201,42.2756,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
New York,1000089,Elmhurst Hopsital Greenmarket,http://www.grownyc.org,https://www.facebook.com/QueensGreenmarkets,,,,41st Ave - 80 & 81 Sts,Queens,Queens,11373,06/04/2013 to 11/26/2013,Tue: 8:00 AM-4:00 PM;,,,,,,,-73.884567,40.745899,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 14:55
New York,1003427,Elmira Wisner Park Farmers Market,,,,,,N. Main St. & W. Church Street,Elmira,Chemung,14901,,,,,,,,,-76.808296,42.089802,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
New York,1001666,Elmont Farmers Market,http://www.ligreenmarket.org,,,,,700 Hempstead Turnpike,Elmont,Nassau,11003,July to November,Thu:10:00 AM - 6:00 PM;,,,,,,,-73.699974,40.70805,Educational institution,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 16:21
New York,1006116,Elmsford Farmers Market,http://www.elmsfordny.org,,,,,Route 9A and N. Stone Ave.,Elmsford,Westchester,10523,,,,,,,,,-73.8181,41.056499,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
New York,1003826,Elmwood Bidwell Farmers' Market,http://www.elmwoodmarket.org,https://www.facebook.com/ElmwoodBidwellFarmersMarket,,,,Elmwood at Bidwell,Buffalo,Erie,14222,05/07/2016 to 11/26/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-78.877014,42.923714,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,6/28/2016 13:23
New York,1004226,Empire State Plaza Farmers Market,http://www.ogs.ny.gov,,,,,Empire State Plaza,Albany,Albany,12242,May to October,Wed:10:00 AM - 2:00 PM;Fri:10:00 AM - 2:00 PM;,,,,,,,-73.758667,42.651352,Federal/State government building grounds,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,6/1/2012 11:12
New York,1001296,Fairport Farmers Market,http://www.fairportny.com,no,no,no,Village of Fairport website,58 South Main St.,Fairport,Monroe,14450,05/02/2015 to 11/19/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,-77.442818,43.099983,,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/28/2016 11:22
New York,1011218,"Faith, Hope, and Charity Worship Center Farm Stand",,,,,,Columbia and Plymouth Avenue,Rochester,Monroe,14608,07/09/2015 to 09/03/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-77.620399,43.141529,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:30
New York,1011905,Falconer Farmers Market,,,,,,Davis Park,Falconer,Chautauqua,14733,06/04/2016 to 10/29/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-79.198364,42.117313,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,4/28/2016 10:13
New York,2000005,Farm Fresh Mobile Market,http://southsideinterfaithcdc.org,,,,,,,,,01/01/2014 to 12/31/2014,,,,,,,,,,,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013
New York,1010879,Farm to Preschool - South Ave,,https://www.facebook.com/FarmtoPreschoolRochesterNY,,,,941 South Ave,Rochester ,Monroe,14620,06/01/2015 to 09/28/2015,Mon: 2:00 PM-4:30 PM;,,,,,,,-77.608955,43.136635,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/4/2015 15:30
New York,1019499,Farm to Preschool Market: Mercy Cares for Kids,http://www.sphp.com/mercy-cares-for-kids,,,,,310 S. Manning Blvd,Albany ,Albany,12206,06/12/2019 to 09/25/2019,Wed: 3:30 PM-5:00 PM;,,,,,,,-73.798355,42.665745,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2019 11:58
New York,1010878,Farm to Preschool- Lake Ave,,https://www.facebook.com/FarmtoPreschoolRochesterNY,,,,214 Lake Ave,Rochester ,Monroe,14608,06/01/2015 to 10/01/2015,Thu: 2:00 PM-5:30 PM;,,,,,,,-77.625305,43.168465,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/4/2015 15:24
New York,1000132,Farmers Market at the Crossings,,,,,,"Crossings Park of Colonie, Albany-Shaker Rd, across from Emerick Lane",Loudonville,Albany,,,,,,,,,,-73.787598,42.7192,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
New York,1009213,Farmers Market in Menands ,http://www.capitaldistrictfarmersmarket.org/,,,,,381 Broadway,Menands,Albany,12204,,,,,,,,,-73.7192,42.6964,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
New York,1000256,Farmers' Market at the Williamsville Mill,,,,,,56 E. Spring St,Williamsville,Erie,14221,May to October,Sat:8:00 am - 1:00 pm;,,,,,,,-78.744598,42.963699,Local government building grounds,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 23:30
New York,1011209,Farmingdale Farmers Market,http://www.eatlocallongisland.com/,https://www.facebook.com/EatLocalLongIsland,,,,361 Main Street,Farmingdale,Nassau,11735,05/31/2015 to 11/22/2015,Sun: 10:00 AM-3:00 PM;,,,,,,,-73.445053,40.731129,,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,6/6/2015 20:39
New York,1002331,Farmingville Farmers Market,http://WWW.FARMINGVILLERESIDENTS.ORG,,,,,755 HORSEBLOCK RD,FARMINGVILLE,Suffolk,11738,June to October,sun:9:00 AM - 1:00 PM;,,,,,,,-73.03231,40.83157,Private business parking lot,N,N,N,N,N,-,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/30/2012 13:17
New York,1011668,Fayetteville Farmers Market CNY,http://www.fayettevillefarmersmarketcny.com,https://www.facebook.com/FayettevilleFarmersMarketCNY,,,,5 and Burdick,Fayetteville,Onondaga,13066,06/04/2015 to 10/15/2015,Thu: 12:00 PM-6:00 PM;,11/12/2015 to 04/14/2016,Thu: 12:00 PM-3:00 PM;,,,,,-76.019508,43.033413,,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,8/14/2015 14:56
New York,1012308,Festival Farmers Market,,,,,,942 Main Street, Cobleskill,Schoharie,12043,07/14/2018 to 10/13/2018,Wed: 3:00 PM-5:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-74.466988,42.679253,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 13:07
New York,1003846,Flanders Farm Fresh Food Market,http://www.southamptontownny.gov/FarmFresh,,,,,655 Flanders Road,Flanders,Suffolk,11901,July to October,Sat:10:00 AM - 2:00 PM;,,,,,,,-72.636505,40.909126,Local government building grounds,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/4/2012 11:10
New York,1007412,Flatbush-Canton Farmers Market,,,,,,"794 - 814 Flatbush Ave at Canton Ave, in courtyard",New York City,Kings,,,,,,,,,,-74.190102,40.547901,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
New York,1012451,Florida Farmers Market,http://warwickinfo.net/floridafarmersmarket/index.html,www.facebook.com/FloridaNYFarmersMarket,,,,Rt 17A and 94,Florida,Orange,10921,06/14/2016 to 10/25/2016,Tue: 10:00 AM-4:00 PM;,,,,,,,-74.355423,41.326832,,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,7/11/2016 19:19
New York,1003648,Fonda Farmers Market,http://www.fondafarmersmarket.com,,,,,Bridge Street and Park,Fonda,Montgomery,12068,May to September,Thu:5:00 PM - 8:00 PM;,,,,,,,-74.369698,42.955601,Private business parking lot,N,N,Y,N,N,-,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 7:04
New York,1003649,Fonda Farmers Market,http://www.fondafarmersmarket.com,,,,,Main Street,fonda,Montgomery,12068,May to September,Thu:4:00 PM - 7:00 PM;,,,,,,,-74.377403,42.954498,Private business parking lot,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 7:04
New York,1016884,Foodlink's Curbside Market,http://foodlinkny.org/,https://www.facebook.com/CurbsideMarket/?fref=ts,https://twitter.com/CurbsideMarket?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,1999 Mt. Read Blvd,Rochester,Monroe,14615,01/01/2017 to 12/31/2017,Mon: 10:00 AM-5:00 PM;Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;,,,,,,,-77.661377,43.191967,,Y,Y,N,Y,Y,-,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/22/2017 10:28
New York,1008916,Forest Hills,http://www.grownyc.org,https://www.facebook.com/QueensGreenmarkets,,,,70 Ave. & Queens Blvd,Queens,Queens,11375,04/07/2013 to 12/29/2013,Sun: 8:00 AM-3:00 PM;,,,,,,,-73.846382,40.721882,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/24/2013 13:18
New York,1006211,Forrest Market,,,,,,156th & Westchester,New York City,Bronx,10455,,,,,,,,,-73.905296,40.817902,Local government building grounds,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2011 16:44
New York,1000058,Fort Green Park Greenmarket,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,,Washington Pk & Dekalb,New York,Kings,11205,01/01/2013 to 12/31/2013,Sat: 8:00 AM-4:00 PM;,,,,,,,-73.974602,40.692101,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/24/2013 11:16
New York,1005572,Fort Plain Farmers Market,,,,,,12 Willett St.,Fort Plain,Montgomery,13339,,Thu: 1:00 PM-5:00 PM;,,,,,,,-74.621201,42.931801,,Y,N,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 14:20
New York,1008676,Fowler Market,,,,,,1461 CR 222,Fowler,St. Lawrence,,06/06/2014 to 09/19/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-75.392128,44.282536,Private business parking lot,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/18/2014 10:10
New York,1000249,Franklin Farmers' Market,,,,,,Institute Street,Franklin,Delaware,13775,June to October,sun:10:00 AM - 2:00 PM;,,,,,,,-75.167709,42.339127,Other,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/17/2012 9:49
New York,1008093,Franklinville Farmers Market,,https://www.facebook.com/pages/Southern-Tier-Farmers-Market/165092373544019,,,,13 Park Square,Franklinville,Cattaraugus,14737,06/20/2018 to 09/19/2018,Wed: 3:00 PM-6:00 PM;,,,,,,,-78.45726,42.337177,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2018 17:17
New York,1011191,Fredonia Farmers Market - Summer,http://www.fredoniafarmersmarket.com,https://www.facebook.com/?q=#/FredoniaFarmersMarket?ref=bookmarks,,,,9-11 Church Street,Fredonia,Chautauqua,14063,05/16/2015 to 10/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-79.332352,42.440636,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,5/27/2015 14:57
New York,1011192,Fredonia Farmers Market - Winter,http://www.fredoniafarmersmarket.com,Fredonia Farmers Market,,,,321 East Main Street,Fredonia,Chautauqua,14063,11/07/2015 to 05/14/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-79.3153,42.447609,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,5/27/2015 15:06
New York,1001599,Freeport Farmers' Market,http://www.cedarmore.org,https://www.facebook.com/pages/Freeport-Farmers-Market/414530465329356,,,,130 East Merrick Road,Freeport,Nassau,11520,07/09/2016 to 10/29/2016,Sat: 11:00 AM-4:00 PM;,,,,,,,-73.574959,40.654472,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,6/27/2016 22:32
New York,1000071,Ft. Washington Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,168th St. & Ft. Washington,New York,New York,10032,06/04/2013 to 11/26/2013,Tue: 8:00 AM-4:00 PM;,,,,,,,-73.942268,40.842175,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 15:57
New York,1004387,Fulton Farmers Market,,,,,,Canalview Park & Shop Parking Lot,Fulton,Oswego,13069,May to October,Sat:8:00 AM - 1:00 PM;,,,,,,,-76.416519,43.322899,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 14:26
New York,1009445,G&G Winter Farmers Market ,http://www.winterfarmersmarketlongisland.com/,https://www.facebook.com/pages/GG-LI-Winter-Farmers-Market/146107342105978,,,,Bayville Ave,Bayville,Nassau,11709,,,,,,,,,-73.557999,40.909199,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
New York,1004392,Gansevoort Farmers Market,,,,,,"Broadway Bowl, Rt 4, Across from McDonalds",Gansevoort,Washington,12831,,,,,,,,,-73.6772,43.2029,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/17/2012 14:41
New York,1000345,Garden City Farmers Market,,,,,,"101 County Seat Dr, off Old Country Rd, behind Supreme Court Bldg",Garden City,Nassau,,,,,,,,,,-73.635498,40.737202,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
New York,1002720,Gardiner Farmers Market,,https://www.facebook.com/pages/Gardiner-Green-Market/147800581902736,,,,133 Farmers Tpke.,Gardiner,Ulster,12561,05/01/2014 to 10/31/2014,Fri: 4:00 PM-7:00 PM;,11/16/2013 to 04/19/2014,Sat: 11:30 AM-2:00 PM;,,,,,-74.15274,41.679996,Other,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,4/28/2014 10:51
New York,1004030,"Genesee Country Farmers Market, Inc",,,,,,"Batavia Downs parking lot, 8315 Park Road",Batavia,Genesee,,,,,,,,,,-78.193802,43.0009,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/1/2012 9:55
New York,1000845,Geneseo Farmers' Market,http://www.geneseofarmersmarket.org,https://www.facebook.com/geneseofarmersmarket,,,,Center Street at Main Street,Geneseo,Livingston,14454,06/23/2016 to 10/20/2016,Thu: 3:00 PM-6:30 PM;,,,,,,,-77.816406,42.796196,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,6/27/2016 21:56
New York,1002300,Geneva Farmers Market,http://www.geneva.ny.usRecfarmersmarket,,,,,Exchange St. Municipal Parking Lot,Geneva,Ontario,14456,June to October,Thu:7:30 AM - 1:00 PM;,,,,,,,-76.980919,42.868965,Other,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,6/1/2012 11:17
New York,1007023,Glenmont/ Mt Moriah Church Farmer's Market,,,,,,"Mt. Moriah Church, across from Lowes 262 Route 9W, Glenmont",Glenmont,Albany County,,,,,,,,,,-73.788696,42.610802,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
New York,1019710,Glens Falls Farmers Market Association,https://www.glensfallsfarmersmarket.com/,https://www.facebook.com/GFFarmersMarket/,,,https://www.instagram.com/gffarmersmarket/,10 Sanford St,Glens Falls,Warren,12801,,Sun: 9:00 AM-12:00 PM;,,,,,,,-73.653503,43.317547,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,10/28/2019 9:21
New York,1005453,Gloversville Farmers Market,http://www.fultonmontgomeryfarmersmarket.org,https://www.facebook.com/fultonmontgomeryfarmersmarket,,,,Elm Street Pavilion,Gloversville,Fulton,12078,05/03/2014 to 10/18/2014,Sat: 8:30 AM-12:30 PM;,,,,,,,-74.345161,43.052067,Local government building grounds,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/29/2014 0:04
New York,1012253,Goshen Farmers Market,http://goshennychamber.com,Goshenfarmersmarket,,,,South Church and Main Street,Goshen,Orange,10924,05/25/2018 to 10/26/2018,Fri: 10:00 AM-5:00 PM;,,,,,,,-74.322899,41.401966,,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,7/29/2018 19:06
New York,1009361,Gossett's Farmer's Market ,http://www.gossettnursery.com/farmers-market/,,,,,1202 Route 35,South Salem,Westchester,10590,,,,,,,,,-73.568199,41.276001,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
New York,1008678,Gouverneur Farmers' Market,,,,,,Village Green Church Street,Gouverneur,St. Lawrence,,06/04/2014 to 10/23/2014,Thu: 9:00 AM-2:00 PM;,,,,,,,-75.467064,44.335411,Other,Y,Y,Y,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,3/18/2014 10:09
New York,1001715,Graham Avenue Farmers Market,http://www.grahamavenuebid.net,,,,,Cook Street at the east side intersection of Graham Avenue,Brooklyn,Kings,11206,07/12/2014 to 10/25/2014,Sat: 8:00 AM-4:30 PM;,,,,,,,-73.942184,40.702351,Closed-off public street,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,3/13/2014 14:08
New York,1000104,Grand Army Plaza Greenmarket,http://www.grownyc.org,https://www.facebook.com/GrandArmyPlazaGreenmarket,,,,Flatbush & Propsect Park W,Brooklyn,Kings,11217,01/01/2013 to 12/31/2013,Sat: 8:00 AM-4:00 PM;,,,,,,,-73.970367,40.67263,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,7/24/2013 11:29
New York,1001067,Granville Downtown Farmers Market Association,,,,,,Main Street,Salem,Washington,12865,,,,,,,,,-73.328201,43.174198,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
New York,1018346,Grass Roots Farmers Market,,Grass Roots Farmers Market,grassrootsFM,,,,New York,New York,10031,07/11/2017 to 11/28/2017,Tue: 9:00 AM-4:00 PM;Sat: 9:00 AM-4:00 PM;,,,,,,,-73.943451,40.823616,,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/22/2017 13:47
New York,1011601,Greater Baldwinsville & Camillus Farmers' Market (Baldwinsville Location),http://www.gbcfarmersmarket.com/#!home/c2489,https://www.facebook.com/GreaterBaldwinsvilleCamillusFarmersMarket,,,,50 Salina Street ,Baldwinsville,Onondaga,13027,06/03/2015 to 09/30/2015,Wed: 3:00 PM-7:00 PM;,,,,,,,-76.321899,43.156448,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,8/3/2015 11:11
New York,1011602,Greater Baldwinsville & Camillus Farmers' Market (Camillus Location),http://www.gbcfarmersmarket.com/#!home/c2489,https://www.facebook.com/GreaterBaldwinsvilleCamillusFarmersMarket,,,,4600 W. Genesee Street,Camillus,Onondaga,13219,06/02/2015 to 09/29/2015,Tue: 3:00 PM-7:00 PM;,,,,,,,-76.248047,43.044781,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,8/3/2015 11:23
New York,1010196,Greater Bellport Community Youth Farmers Market,,,,,,471 Atlantic Avenue,Bellport,Suffolk,11713,07/12/2014 to 10/18/2014,Sat: 11:00 AM-4:00 PM;,,,,,,,-72.94828,40.775185,Private business parking lot,N,Y,Y,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/22/2014 13:03
New York,1006059,Greater Watertown-North Country Chamber of Commerce Farm & Craft Market,http://www.watertownfarmandcraft.com,https://www.facebook.com/watertownfarmandcraft/?ref=br_rs,,,,317 Washington St.,Watertown,Jefferson,13601,05/23/2018 to 10/10/2018,Wed: 6:30 AM-3:00 PM;,,,,,,,-75.91127,43.972095,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,7/27/2018 8:47
New York,1004734,Green Hills Farmers/Crafters Market,,,,,,5933 S. Salina St.,Syracuse,Onondaga,13205,,,,,,,,,-76.143204,42.984402,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
New York,1000099,Greenpoint - McCarren Park Greenmarket,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,,Union - Driggs N12th St,Brooklyn,Kings,11222,01/01/2013 to 12/31/2013,Sat: 8:00 AM-3:00 PM;,,,,,,,-73.952705,40.720493,Other,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/23/2013 14:34
New York,1005163,Greenport Farmers' Market,http://www.GreenportFarmersMarket.com,https://www.facebook.com/GreenportFarmersMarket,https://twitter.com/GreenptFmrsMkt,,,"United Methodist Church, 624 Main Street",Greenport,Suffolk,11944,05/25/2013 to 10/12/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.36219,41.107143,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,6/14/2013 15:55
New York,1005680,Greenville Farmers ,,,,,,State Route 32,Greenville,Greene,12083,07/13/2013 to 09/14/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-74.022415,42.416416,Local government building grounds,N,N,N,N,N,-,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/11/2013 17:22
